company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Textual,2019-05-05,https://www.textual.com,"Boise, Idaho, United States","Advertising, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing","Advertising, Marketing, Messaging",70555.0,"We enable brands to sell products directly inside text message, and customers can reply to buy with a single text.    Text message is the most universal and native channel on mobile with 95% open rates, yet current text marketing is spammy, low value and missing the true potential of text as a direct sales tool. Our text commerce platform sells more products, increases product reordering, and drives customer loyalty through simplified text messaging shopping that customers actually want to use. This year Textual will generate $10m in new incremental revenue for a Fortune 500 co at a best in class ROI of 25x.",11-50,2.0,Seed,2023-08-18,20000.0,Seed,320000.0,,11-50,Private,,,0.0,1.0,,0,4,2019,9609,False,False
WFH Team,2019-09-22,https://wfh.team,"San Francisco, California, United States","Administrative Services, Commerce and Shopping, Professional Services","Employment, Marketplace, Recruiting, Staffing Agency, Virtual Workforce",830307.0,A marketplace that matches talented remote candidates with high demand remote job opportunities around the world.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,48067,False,False
Torah Visuals,2019-01-01,https://www.torahvisuals.com,"Brooklyn, New York, United States","Media and Entertainment, Music and Audio, Video","Animation, Audio, Media and Entertainment, Video",2844763.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,86930,False,False
Lakeshore Design,2020-01-01,https://www.lakeshoredesign.com/,"Santa Clarita, California, United States","Advertising, Content and Publishing, Data and Analytics, Design, Media and Entertainment, Sales and Marketing, Software","Advertising, Database, Graphic Design, Marketing, Printing, Web Design",2649336.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,83618,False,False
Jambohome,2021-05-18,https://www.jambohome.com/,"East China, Michigan, United States","Commerce and Shopping, Real Estate","E-Commerce, Home and Garden, Home Decor",1130067.0,"Upgrading your home into a luxury palace. Shop our best trending rugs, bedding, duvet covers, curtains, towels & home accessories. Find the perfect online store for your bedroom.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2021,55168,False,False
Lucky Patcher,2019-11-10,https://luckypatcherofficial.com/,"New York, New York, United States","Apps, Mobile, Software","Apps, Mobile Apps, Software",756085.0,"Lucky Patcher is a mobile app that can block ads, cracking games, and applications. It is a game modify software, ad-blocking application for all devices.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,46042,False,False
Vivalui,2021-01-01,https://vivalui.com,"Dallas, Texas, United States","Commerce and Shopping, Consumer Goods","Cosmetics, E-Commerce, Retail",2537579.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,82267,False,False
RecoupeTax,2020-01-01,https://recoupetax.com,"St. Petersburg, Florida, United States","Financial Services, Other, Professional Services","Accounting, Consulting, Professional Services",1774908.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,68078,False,False
Nepstaff,2019-01-01,http://nepstaff.com,"Houston, Texas, United States","Administrative Services, Other, Professional Services","Consulting, Project Management, Recruiting, Staffing Agency",2222445.0,"Nepstaff is a staffing and consulting company that offers information technology services. Their services include mobile development, digital marketing, internet of things, recruitment services, and more. They build and support tools including infrastructure services, automation, and more.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,77847,False,False
Loak,2020-01-01,https://www.loak.co/,"Berkeley, California, United States","Blockchain and Cryptocurrency, Gaming, Hardware, Other, Software","Augmented Reality, Blockchain, Gamification, Gaming, Software",280138.0,Loak allows developers to easily publish their augmented reality games to their audiences and get paid per view.,1-10,2.0,Seed,2021-05-01,0.0,Pre-Seed,0.0,3.0,1-10,Private,,,,,,2,4,2020,27587,False,False
Flex Pipe USA,2020-01-01,https://www.flexpipeusa.com,"Minneapolis, Minnesota, United States","Commerce and Shopping, Manufacturing","E-Commerce, Industrial, Manufacturing",1552753.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,63165,False,False
OurGov,2020-08-16,https://ourgov.app,"Madison, Wisconsin, United States",Government and Military,Government,1132338.0,"OurGov is a software platform that helps businesses, nonprofits, legislators, and associations work better. They help save time for those involved in the legislative process.",1-10,1.0,Seed,2023-03-07,0.0,Pre-Seed,0.0,2.0,1-10,Private,,,0.0,1.0,,2,3,2020,55132,False,False
Sahoja,2019-01-01,https://www.sahoja.co/,"Atlanta, Georgia, United States","Commerce and Shopping, Health Care, Internet Services, Media and Entertainment, Sports","E-Commerce, Fitness, Social Media, Wellness",137281.0,"Sahoja is a social network with purpose and rewards. Sahoja’s purpose is to bring people together to support charities doing the work you care about, and responsible vendors whose profits go towards changing the world for the better.",11-50,1.0,Seed,2019-07-01,1400000.0,Seed,1400000.0,2.0,11-50,Private,,,0.0,2.0,,0,5,2019,17187,False,False
Boutique Home Plans,2021-01-01,https://boutiquehomeplans.com/,"Baltimore, Maryland, United States",Real Estate,"Architecture, Real Estate",1569189.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,64414,False,False
Idea2App,2020-11-07,https://www.idea2app.dev/,"San Jose, California, United States","Apps, Information Technology, Software","Apps, Information Technology, Software",900919.0,"idea2App is an easy-to-use platform that helps you to live your dream into reality. Choose all the preferred features and we will provide you with Web/App equipped with avant-garde technology. Now, building an app is as simple as ordering a food in the restaurant.",101-250,0.0,,,0.0,,0.0,,101-250,Private,,,,,,6,3,2020,49904,False,False
Project Day trader,2022-08-29,https://projectdaytrader.io,"Conyers, Georgia, United States","Financial Services, Software","FinTech, Software",479153.0,"Project Day Trader is shaking up the entire commission free stock trading industry. Billions of untapped volume will be unleashed as we usher a new technology into the world. Finally, True Unlimited day trading is possible at Project Day Trader.",1-10,1.0,Seed,2022-09-01,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,1,2022,37119,False,False
Fillow,2020-01-01,https://fillowme.com,"Chicago, Illinois, United States","Community and Lifestyle, Consumer Goods, Other","Consumer, Consumer Goods, Women's",334990.0,"Fillow aims to disrupt the feminine hygiene industry by providing long-lasting, easy-to-use, leak- and mess-free period products for women. It offers products with an innovative design that combines the best of both tampons and menstrual cups, our product supports, empowers, and uplifts modern women.",1-10,3.0,Seed,2022-08-30,0.0,Pre-Seed,0.0,,1-10,Private,,,,,,2,4,2020,30687,False,False
Steadfast Supported Living,2020-01-01,https://steadfastwa.com,"Spokane, Washington, United States","Health Care, Media and Entertainment, Real Estate","Advice, Personal Health, Psychology, Residential",2883276.0,"SteadFast Supported Living offers individualized support, quality care, and specialized support for adults with mild to severe intellectual disabilities that enable them to lead successful and meaningful lives. They offer a unique opportunity for the families and clients to work together as a team to make a solid transition from one home to another or from a former placement to another and to amplify the importance of self-determination and respect. They provide services to their clients who come from institutions, family settings, are formerly homeless, or are looking for a fresh start in order to ensure that each individual's specific needs are met.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,87875,False,False
FlowCell,2019-04-24,https://fluidsforlife.com/,"Swampscott, Massachusetts, United States","Biotechnology, Health Care, Science and Engineering","Biotechnology, Precision Medicine",1380380.0,"FlowCell distributes and develops microfluidic tools for drug discovery. The preclinical tools help to increase physiological value of biological models using 3D / organoid cultures with perfusion of media. FlowCell is developing tools for measurement for biomarkers in clinical trial setting to improve drug development by providing tools for companion diagnostics that also enable personalized medicine during treatment. Pre-clinical tools are of interest for fundamental research, early drug development, including toxicololgy, dosing / ADME / PKPD. Clinical tools are of interest to pharma, and hospitals which run majority of clinical trials and also provide care to patients after drug approval. FlowCell tools will enable personalized medicine resulting in improved outcomes for patients. This translates into faster regulatory approval, and builds brands for drugs with biomarkers that allow precision medicine.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,60256,False,False
KeyX Consulting,2021-01-01,https://keyxconsulting.com,"San Francisco, California, United States",Professional Services,"Business Development, Consulting, Management Consulting",2446940.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,80569,False,False
Arcadia Entertainment Center,2020-02-26,https://jaswilliams123327.wixsite.com/mysite,"Atlanta, Georgia, United States","Community and Lifestyle, Sports","Children, Leisure, Recreation",914778.0,"Arcadia Entertainment Center is an adult supervised, well equipped and interactive indoor amusement for children and adults located in Savannah – Georgia. Our main goal is ensuring that families and communities in Savannah and neighboring towns have an indoor entertainment facility to have fun to the maximum; and to open a facility highly suitable for family and friend’s recreation and bonding.",1-10,1.0,Seed,2020-01-06,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,4,2020,50248,False,False
Dash Cloud,2020-04-04,https://dash-cloud.com,"Boston, Massachusetts, United States","Information Technology, Internet Services, Software","Cloud Computing, Cloud Data Services, Information Technology",170280.0,"We provide a hosted cloud backed by an uptime SLA on our own hardware for high-performance-compute at a fraction of the cost of competitors. From NVIDIA 1080s to V100s, we have the hardware your HPC needs require.",11-50,2.0,Seed,2020-09-10,25000.0,Pre-Seed,35000.0,2.0,11-50,Private,,,,,,0,3,2020,19885,False,False
The Brot Box,2020-12-01,https://thebrotbox.com/,"Ventura, California, United States","Commerce and Shopping, Food and Beverage","E-Commerce, Food and Beverage",314692.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2020,29590,False,False
Rampiq Agency,2018-05-05,https://rampiq.agency/,"Vienna, Virginia, United States","Commerce and Shopping, Data and Analytics, Sales and Marketing, Software","Analytics, Content Marketing, Digital Marketing, E-Commerce, SaaS, Software",850729.0,"Think of us as an on-demand marketing department! Our team focuses on maximizing returns on your digital marketing investments and scaling business success. At the very core of our company is the idea that through the combination of hard work, data science, and the art of applying our team’s talent we can help you grow faster, and smarter. We provide online strategy development and execution services for B2B, SaaS, E-commerce, and IT companies. From technical SEO and web analytics setup to running integrated online marketing campaigns, and evaluating ROI, we are ready to become your trusted digital marketing partner. Backed up by rich experience in running high-performing online campaigns, we dedicate ourselves to driving sustainable performance and staying focused on results.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2018,48633,False,False
Marketing Counts,2018-08-01,https://www.marketingcounts.com/,"Seattle, Washington, United States","Advertising, Internet Services, Sales and Marketing, Software","Ad Targeting, Advertising, Brand Marketing, Content Marketing, Digital Marketing, Email Marketing, Marketing, Marketing Automation, SEO, Social Media Marketing",1040235.0,"Marketing Counts is a full-stack digital marketing agency providing Fractional CMO services, SEO, digital marketing consulting, design consulting, conversion optimization, email marketing, paid media consulting, and more. They serve publicly traded corporations, medium-sized businesses, small businesses, and influencers with marketing strategies.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2018,52502,False,False
VirtuStaff,2020-01-01,https://www.myvirtustaff.com,"Newark, Delaware, United States","Administrative Services, Software","Staffing Agency, Virtual Assistant, Virtual Workforce",2121492.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,4,2020,74522,False,False
Covid On The Go,2021-01-01,https://cotg21.com,"Melbourne, Florida, United States","Data and Analytics, Health Care","Health Care, Test and Measurement",2682415.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,84697,False,False
SocraTeach,2020-01-01,https://socrateach.com/,"Naperville, Illinois, United States","Education, Software","Education, Software",2806355.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,85963,False,False
CarBevy,2020-01-01,https://carbevy.com,"Pasadena, California, United States","Commerce and Shopping, Sales and Marketing, Transportation","Automotive, E-Commerce, Sales",573497.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,40543,False,False
Storyline Health,2019-09-15,https://storylinehealth.com,"Utah, Tennessee, United States","Artificial Intelligence (AI), Data and Analytics, Design, Health Care, Science and Engineering","Consumer Research, Intelligent Systems, Medical",349411.0,Storyline is a research platform for every type of behavioral research. Their analysis tools give researchers access to next-generation technologies and expertise to discover new biomarkers and predictive models for research and clinical use.,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,31455,False,False
Premise,2020-01-01,https://www.premiseinstitute.com,"Portland, Oregon, United States",Education,"Education, Language Learning",2798911.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,86070,False,False
Kontxt,2019-01-01,https://www.kontxt.io,"San Francisco, California, United States","Apps, Internet Services, Software","Apps, Internet, Online Portals",1215966.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2019,55913,False,False
Altor Safety,2020-01-01,https://altorsafety.com,"Valley Cottage, New York, United States","Consumer Goods, Health Care, Manufacturing","Consumer Goods, Health Care, Manufacturing",1709023.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,66355,False,False
Champion The Challenges,2020-01-01,https://www.championthechallenges.org/,"Los Gatos, California, United States","Advertising, Health Care, Other, Sales and Marketing, Social Impact","Advertising, Non Profit, Wellness",1718813.0,"Champion the Challenges helps stroke survivors discover their inner champion, by providing daily inspiring and support material for them. It was founded in 2020.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,66153,False,False
Xim Technology,2019-01-01,https://xim.technology,"Miami, Florida, United States","Hardware, Information Technology, Internet Services, Professional Services","Business Development, Data Center, Internet of Things",1242068.0,"XIM Technology is a business that provides solutions for data centers. They provide solutions to indoor micro data centers, data containers, outdoor micro data centers, and modular containment. They offer modular data center, internet of things, and DCIM services.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,56781,False,False
EZ Bill-Book,2020-01-01,https://ezbillbook.com/,"India, Pennsylvania, United States","Financial Services, Professional Services",Accounting,1923810.0,"EZ Bill-book is a business bookkeeping and accounting software for small businesses specially made for Indian Businesses to manage invoicing, stock, and accounting needs.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,69911,False,False
Alkamīe,2021-08-03,http://www.alkamie.com,"Dover, Delaware, United States","Education, Other, Professional Services","Consulting, Education, Professional Services",1577212.0,"Ninety percent of startups fail, despite the prevalence of accelerators, incubators, and VC funds. This indicates to us that startup founders need support beyond business model activities. More specifically, they need resources to develop the internal skills required to navigate the inevitable challenges of their chosen journey.  To that end, Alkamīe partners with accelerators and funds to deliver this value alongside their existing activities. We've designed our program to include the most effective human capacity training and high-performance coaching modalities that work in concert to bring about rapid transformation, maximum business results, and massive impact.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2021,64248,False,False
Method AI,2021-01-01,https://www.methodsurgical.ai,"Boston, Massachusetts, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Health Care, Medical Device, Productivity Tools, Robotics, Software",185138.0,Method AI is developing an AI-backed surgical navigation platform to drive improved patient outcomes for robotic surgical oncology procedures.  The company’s product will leverage deep tissue imaging and machine learning algorithms to provide physicians with real-time guidance against a best outcome surgical plan.,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,3,2021,20998,False,False
SunShader,2021-01-01,https://sunshader.com/,"Austin, Texas, United States",Consumer Goods,Consumer Goods,1033387.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,52349,False,False
howisland,2021-06-03,https://howisland.com/,"New York, New York, United States",Internet Services,Internet,2539605.0,"Welcome to Howisland, your number one source for finding the easiest solution to everyday domestic problems. We’re dedicated to providing you best how-to guide in the different fields like tech, Cooking, Food and drinks, Relations, Parenting, etc.",101-250,0.0,,,0.0,,0.0,1.0,101-250,Private,,,,,,6,2,2021,82234,False,False
APX Platform,2021-03-01,https://www.apxplatform.com/,"Beverly Hills, California, United States","Data and Analytics, Education, Information Technology, Software","Analytics, Information Services, Software, Training",336262.0,"APX Platform is a business intelligence, employee training, and analytics platform that transforms an aesthetic practice into a data-driven business.",11-50,1.0,Seed,2021-10-08,0.0,Seed,0.0,1.0,11-50,Private,,,,,,2,3,2021,30755,False,False
Life Revival Universe,2020-01-01,https://www.liferevival.com/,"Wilmington, Delaware, United States","Education, Software","E-Learning, Education, Training",2912619.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,87474,False,False
Complete Ketamine Solutions,2018-09-01,https://www.completeketaminesolutions.com,"Nashville, Tennessee, United States",Health Care,"Health Care, Medical, Wellness",1657840.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,5,2018,65793,False,False
Coir,2022-01-01,https://coir.dev,"New York, New York, United States","Advertising, Information Technology, Sales and Marketing","Advertising, Digital Marketing, Information Technology",1979483.0,"Coir is a platform for learning about Ads privacy. The company was founded in 2022 and is based in New York, NY.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2022,72210,False,False
On-Call Hub,2019-01-01,https://oncallhub.com,"Tonganoxie, Kansas, United States","Health Care, Software","Health Care, SaaS, Software",1986802.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,72068,False,False
At Your Door Labs,2020-01-01,https://atyourdoorlabs.com/,"Arlington, Texas, United States",Health Care,"Health Care, Health Diagnostics, Hospital",172010.0,,251-500,1.0,Early Stage Venture,2021-11-22,250000.0,Series A,250000.0,,251-500,Private,,,,,,0,4,2020,20026,False,False
Oil Water Separator Technologies,2022-01-01,https://www.owstech.com,"Palm Beach, Florida, United States","Energy, Manufacturing, Natural Resources, Sustainability","Industrial, Manufacturing, Oil and Gas, Water Purification",940971.0,"Oil Water Separator Technologies (OWS Tech) is a manufacturer that specializes in the production of oil water separators, oil stop valves, and related products. The company's oil water separators are designed to meet strict discharge limits, ensuring environmental safety. In addition to separators, OWS Tech also produces oil stop valves that are designed to contain bulk oil or fuel spills, while allowing storm water to drain in non-spill areas. The company also manufactures oil containment sumps, oil skimmers, and coalescing media, all of which are designed to aid in the safe and effective separation of oil and water.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,50880,False,False
Redhawk VC,2018-07-01,https://redhawkadvisory.com/,"Birmingham, Alabama, United States","Financial Services, Lending and Investments",Venture Capital,330206.0,"Redhawk VC is an early stage venture capital firm that manages funds focused on supporting and growing startups and entrepreneurial activity. At Redhawk, we value entrepreneurs because we are entrepreneurs. We focus on finding and developing outstanding founding teams that are adaptable, coachable and able to overcome the obstacles that all founders face. We are always on the lookout for opportunities in under-served and under-represented capital markets.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2018,30431,False,False
Rice National,2020-01-01,https://ricenational.com,"Washington Navy Yard, District of Columbia, United States","Other, Professional Services, Real Estate, Transportation","Customer Service, Logistics, Real Estate, Shipping, Transportation",3086906.0,"Rice National offers real estate wholesaling, a fresh up-to-date property list, an innovative and technology-driven, nationwide network, instant marketing optimization, LTL transportation, final mile services, dock-to-door solutions, fulfillment center, post office optimization, and warehouse drop shipping services.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,4,2020,89436,False,False
SensMyDrive,2018-08-01,http://sensmydrive.com,"Santa Clara, California, United States",Software,SaaS,2831860.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2018,87135,False,False
Elite Fit Athletica,2019-01-01,https://www.elitefitathletica.com,"Florissant, Missouri, United States","Clothing and Apparel, Commerce and Shopping, Design, Manufacturing","Apparel, E-Commerce, Fashion, Textiles",716878.0,"Elite Fit Athletica makes luxury athleisure apparel for comfortability and style while running in the gym, walking on the track, or working in the office.",1-10,1.0,Seed,2019-07-01,0.0,Pre-Seed,0.0,1.0,1-10,Private,,,,,,2,5,2019,44989,False,False
Gold Colloid,2018-06-01,https://goldcolloid.com/,"La Mesa, California, United States","Biotechnology, Science and Engineering",Biotechnology,2009033.0,"Gold Colloid is a pioneering company at the forefront of nanotechnology innovation. With a focus on cutting-edge research and development, Gold Colloid leads the way in creating advanced nanomaterials and applications.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,71694,False,False
Dark Lab Entertainment,2021-08-04,https://darklabent.com/,"Los Angeles, California, United States","Media and Entertainment, Music and Audio, Professional Services","Digital Entertainment, Management Consulting, Media and Entertainment, Music",3107120.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,2,2021,90446,False,False
Thaumachron,2020-05-17,http://thaumachron.com/,"Rapid City, South Dakota, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Biopharma, Biotechnology, Generative AI, Nanotechnology",899078.0,"Thaumachron's is using AI generated patient specific biologics to cure cancer, autoimmune diseases, allergies, and offer rapid treatments for novel viruses.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,0.0,,6,3,2020,49856,False,False
AfterCuriosity,2022-10-27,https://aftercuriosity.com/,"Los Angeles, California, United States",Information Technology,Information Technology,945231.0,RegTech,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,1,2022,50989,False,False
PellePay,2020-01-01,https://pellepay.com,"San Mateo, California, United States","Financial Services, Mobile, Payments, Software","Financial Services, Mobile Payments, Payments",2382822.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,80026,False,False
Shipyard Cascade Capital,2019-01-01,https://www.shipyardcap.com,"Seattle, Washington, United States","Financial Services, Lending and Investments","Finance, Financial Services, Venture Capital",1514384.0,Shipyard Capital is an investment firm managing a portfolio of direct investments as well as partnerships with investment managers.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,5,2019,62374,False,False
TEN10 Wealth Management Group,2019-01-01,https://www.ten10wmg.com,"Garden City, New York, United States","Financial Services, Professional Services","Financial Services, Risk Management, Wealth Management",2112144.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,73101,False,False
pickedop,2020-07-24,http://www.pickedop.com,"Boston, Massachusetts, United States",Transportation,Delivery Service,2345855.0,"pickedop inc, is a food and package delivery service located in massachusetts",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,79094,False,False
K2 Medical Research,2021-01-01,https://k2med.com,"Orlando, Florida, United States",Health Care,"Clinical Trials, Health Care, Health Diagnostics, Medical",269888.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,27013,False,False
Pro Trans Freight,2019-01-01,https://protransfreight.com,"Jacksonville, Florida, United States",Transportation,"Delivery Service, Freight Service, Shipping",2389205.0,"Pro Trans Freight is a goods delivery company. Their services include freight solutions, trucking services, drop trailers, dry goods, paper products, beverages, building materials, general freight, dry van service, drop trailers opportunities, and general freight services.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,79908,False,False
MG Collectibles and Toys,2019-09-19,https://www.mgcollectiblesandtoys.com/,"New York, New York, United States","Commerce and Shopping, Consumer Goods","Collectibles, Consumer Goods, Toys",129953.0,MG Collectibles and Toys sells licensed toys and collectibles for prestigious brands. Currently they are officially licensed by Warner Brothers for high-end collectibles for the Scooby-Doo and Looney Tunes brands.,1-10,2.0,Seed,2022-03-01,0.0,Seed,110000.0,1.0,1-10,Private,,,,,,1,4,2019,16497,False,False
NKore Biotherapeutics,2020-03-17,https://www.nkore.com,"Germantown, Tennessee, United States","Biotechnology, Health Care, Science and Engineering","Health Care, Life Science, Therapeutics",428887.0,"NKore Biotherapeutics is a cellular-based biotherapeutics company that focuses on cancer diagnostics and therapy. It combines proprietary-cellular and protein-based diagnostics, artificial intelligence analytics, and a proprietary approach to allogeneic natural killer cells to deploy immuno-therapeutic medicine for the treatment of cancer.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,35146,False,False
BeeTransfer,2021-01-01,https://www.beetransfer.net,"Miami, Florida, United States","Apps, Financial Services, Information Technology, Mobile, Payments, Software","Financial Services, Information Technology, Mobile Apps, Mobile Payments, Software",526293.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,3,2021,38902,False,False
Paro Strategies,2019-01-01,https://parostrategies.com,"Atlanta, Georgia, United States","Data and Analytics, Financial Services","Analytics, Finance",2271545.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,78707,False,False
Wiqod,2022-01-01,http://wiqod.com,"New York, New York, United States","Information Technology, Software","Information Technology, Software, Web Development",1773985.0,"Wiqod provides software development, rapid MVP, and mobile app development services. They offer services that include machine learning, data science, mobile, and web development. An online inquiry form is available on the company's website.",251-500,0.0,,,0.0,,0.0,,251-500,Private,,,,,,6,2,2022,68100,False,False
DawnLight,2019-01-01,https://www.dawnlight.com/,"Santa Clara, California, United States",Health Care,Health Care,212389.0,DawnLight is a health-tech firm that provides contact less sensors to perform continuous care observation & monitor patients vital signs. The company's mission is to improve health outcomes using next generation technology that increase patient independence & quality of life.,11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,5,2019,23068,False,False
Raaw Meat Market,2021-01-01,https://raawmeatmarket.com,"Miami, Florida, United States","Commerce and Shopping, Food and Beverage","E-Commerce, Farmers Market, Food and Beverage",1401203.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,3,2021,59828,False,False
Bitwise,2019-01-01,https://www.bitwise.tech/,"Annapolis Junction, Maryland, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Cloud Data Services, Information Technology",1241688.0,Bitwise is a technology firm motivated by a strong sense of purpose and the capabilities of human ingenuity. The company's mission is to use human-centered technology to protect and enrich communities.,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,56791,False,False
Sea Cliff Partners,2020-01-01,https://seaclifflp.com/,"San Francisco, California, United States","Financial Services, Lending and Investments, Professional Services, Real Estate","Angel Investment, Business Development, Property Management",304591.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,28982,False,False
Cyberrathia LLC,2021-03-01,https://www.cyberathia.com/,"Oregon City, Oregon, United States","Gaming, Internet Services, Media and Entertainment, Other, Sales and Marketing, Software","Digital Entertainment, Gaming, Internet, Marketing, Service Industry, Software, Video Games",218450.0,"Cyberathia, LLC is currently working on a flagship project developing a 3D social environment combined with a world builder option for end users. The goal is to create this flagship  virtual environment (also called Cyberathia) with a collective of  developers, artists and gamers who volunteer their time and skills making it a truly community  sponsored effort.  We are always welcome to suggestions from interested and dedicated individuals seeking and looking for alternatives locally and abroad.",1-10,2.0,Seed,2022-05-05,1449.0,Seed,2717.0,1.0,1-10,Private,,,,,,0,3,2021,23560,False,False
Modern Physical Therapy and Sports Medicine,2019-01-01,https://getmodernmedicine.com,"Chandler, Arizona, United States",Health Care,"Health Care, Medical, Personal Health, Therapeutics",2365427.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,78787,False,False
