company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
"Autimely, Inc",2021-03-19,http://www.Autimely.com,"New York, New York, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Hardware, Internet Services, Other, Software","3D Technology, Augmented Reality, Blockchain, E-Commerce, Internet, Retail, Virtual Reality, Web Browsers",133111.0,"Autimely provides users with an immersive, fully digital experience of buying new cars by making the process 100% online including completing documents, payments and test drives.",1-10,1.0,Seed,2021-10-17,250000.0,Seed,250000.0,2.0,1-10,Private,,,,,,0,2021,16817,False,False
EyCrowd,2020-01-01,http://www.eycrowd.com,"San Francisco, California, United States","Advertising, Apps, Artificial Intelligence (AI), Data and Analytics, Mobile, Other, Sales and Marketing, Science and Engineering, Software","Advertising, Apps, Artificial Intelligence (AI), Crowdsourcing, Marketing, Mobile Apps",318566.0,,11-50,,,,,,,2.0,11-50,Private,,,1.0,0.0,Computing; Calculating,6,2020,29807,False,False
The Attain Fund,2018-01-01,https://www.attain.fund/,"Houston, Texas, United States","Financial Services, Lending and Investments, Professional Services","Consulting, Finance, Hedge Funds, Venture Capital",2720564.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,85696,False,False
Api2pdf,2018-01-01,https://www.api2pdf.com/,"Arlington, Virginia, United States","Administrative Services, Information Technology, Software","Document Management, Document Preparation, Software",600599.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,41451,False,False
YBell Fitness,2018-01-01,http://www.ybellfitness.com,"Beverly Hills, California, United States","Health Care, Sports","Fitness, Health Care, Wellness",677842.0,YBell Fitness is a cutting-edge fitness equipment manufacturer noted for its innovative designs and numerous training options.,1-10,,M&A,,,,,,1-10,Private,,,,,,5,2018,43818,False,False
Halara,2020-01-01,http://thehalara.com,"New York, New York, United States","Clothing and Apparel, Commerce and Shopping, Design, Sales and Marketing","E-Commerce, Fashion, Marketing",118367.0,"Thehalara.com is an online d2c athleisure business that claims high quality athleisure clothing doesn't have to cost premium bucks. Founded in 2020 and is based in New York, US.",101-250,,,,,,,1.0,101-250,Private,,,,,,6,2020,15294,False,False
Bhuumi Ride,2020-09-11,https://bhuumiride.com,"Summerville, South Carolina, United States",Transportation,Ride Sharing,1427413.0,"Bhuumi Ride is a ride-hailing app that facilitates peer-to-peer ridesharing services. Founded in Charleston, South Carolina, Bhuumi holds a vision to empower its drivers to be independent entrepreneurs who will prosper, learn, and grow. While keeping its users and drivers at first priority, Bhuumi comes up with a secure, transparent fare system that gets passengers hassle-free to their desired destination with a simple process to follow through its app. Users can open the app and enter where you want to go, and a nearby driver will help you get there while meeting all the safety standards. The different ride options, affordability, payment options, and rich features make it a better alternative to other taxi-hailing apps.",101-250,,,,,,,,101-250,Private,,,,,,6,2020,60905,False,False
San Angelo Studios,2019-01-01,https://www.sanangelostudios.com,"San Angelo, Texas, United States","Administrative Services, Information Technology, Privacy and Security, Real Estate","Coworking, Network Security, Office Administration",342448.0,San Angelo Studios is a community of bold minds who have decided to work under the same roof.,1-10,1.0,,2023-06-15,5000.0,Grant,5000.0,,1-10,Private,,,,,,1,2019,31082,False,False
Data and Vision Market Research,2020-01-01,https://www.dvmarketresearch.com,"New City, New York, United States","Data and Analytics, Design, Information Technology, Software","Analytics, Document Management, Market Research",1194420.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,56431,False,False
Nenos,2020-01-01,https://nenos.one,"Tampa, Florida, United States","Internet Services, Media and Entertainment, Software","Internet, Social Media, Software",888519.0,,1-10,,,,,,,2.0,1-10,Private,,,,,,6,2020,49591,False,False
Cloudtheapp,2019-02-04,https://www.cloudtheapp.com,"New City, New York, United States",Software,"SaaS, Software",533270.0,"Cloudtheapp is a Configurable Cloud Platform built for the compliance world. Our vision is to provide you with the most configurable easy to use Quality Management and Regulatory Compliance SaaS software on the market. Start with our ready-made applications, use them as is, or configure every aspect of their design, but don’t stop there; using our Validated Compliance ” No-Code” platform we want you to automate every other internal process you have, build an application for it, without writing a single line of code or script, and without any additional installs or infrastructure, then see the magic of how ALL applications would integrate with each other to complete your compliance story. Cloudtheapp has been founded by experienced professionals who have a proven track record in building successful global software. Three decades of industry experience helped us create the most sophisticated compliance & digital transformation tool to bring solutions that address real challenges for the compliance industry. Our solutions allow you to reach out to suppliers, auditors, consumers, or any other external party, assign them records, get their feedback, collaborate without the hassle of separate disintegrated solutions and tedious back and forth emails. Cloudtheapp is light to operate and administer so that your staff can focus on building your quality products.",11-50,,,,,,,2.0,11-50,Private,,,,,,6,2019,39143,False,False
Aadya,2021-01-01,https://www.aadyainc.co,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Robotics, Web Development",823284.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,47889,False,False
BrillDog,2022-01-01,https://brilldog.com/,"Far Hills, New Jersey, United States",Transportation,"Logistics, Supply Chain Management",344247.0,,11-50,,,,,,,1.0,11-50,Private,,,0.0,2.0,,6,2022,31183,False,False
Magnolia Trust Company,2019-01-01,https://www.magnoliatrust.com,"Chattanooga, Tennessee, United States","Financial Services, Media and Entertainment, Other","Advice, Financial Services, Professional Services",2370008.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,80220,False,False
Advanced Pro Care Staffing Agency,2021-01-01,https://apcstaffingagency.com,"Charlotte, North Carolina, United States","Administrative Services, Health Care, Professional Services","Health Care, Human Resources, Recruiting, Staffing Agency",2654229.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,83538,False,False
Bridged Health,2018-01-01,https://www.bridgedhealth.org,"Austin, Texas, United States","Community and Lifestyle, Health Care, Other, Social Impact","Communities, Health Care, Non Profit",3014759.0,"Bridged Health is committed to democratising health education by educating local communities. They hope to incubate the next generation of community health activists through community health trainings, hands-on experience working with cultural diversity in the healthcare setting, and direct experience working with community partners to research and curate content to deliver back to the communities.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,88927,False,False
QuickStart,2020-01-01,https://www.quickstart.llc,"Los Alamos, New Mexico, United States","Data and Analytics, Professional Services","Business Development, Business Intelligence, Consulting",1218665.0,"QuickStart offers business counselling and services. QuickStart assists anyone in starting and managing a business in the United States. They handle all of the administrative aspects of beginning a firm, allowing the founders to focus on the product, operations, and hiring.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,57252,False,False
EasyTV,2022-03-03,https://easytv.io,"Windermere, Florida, United States","Information Technology, Sales and Marketing, Software","Digital Signage, Information Technology, Software",2068535.0,"Digital Signage solution That Connects your space, and people and spread your message the easy way. Software that allows any business to control the content of their own TVs through the internet without the need for thumb-drives or third-party services.  Digital Signage solution That Connects your space, and people and spread your message the easy way.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,73798,False,False
Lahontan Gold Corp.,2020-01-01,https://lahontangoldcorp.com/,"Reno, Nevada, United States",Natural Resources,"Mineral, Mining",71880.0,"Lahontan Gold Corp. controls three gold and silver exploration projects. Founded in 2020, the firm is based in Reno, Nevada.",11-50,2.0,IPO,2023-08-02,2000000.0,Post-IPO Equity,3500000.0,,11-50,Public,2022-06-09,,,,,0,2020,9783,False,False
My Dev Guys,2018-01-01,https://mydevguys.com,"Las Vegas, Nevada, United States","Apps, Design, Media and Entertainment, Sales and Marketing, Software","Apps, Content, Marketing, Web Design",1356395.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,59130,False,False
Whitefish Outfitters & Tours,2018-01-01,https://whitefishoutfitters.com,"Whitefish, Montana, United States",Travel and Tourism,"Adventure Travel, Tour Operator, Travel",1712065.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,66291,False,False
Artech Solutions,2021-01-01,https://www.artechsolutionsinc.com,"Los Angeles, California, United States","Design, Hardware, Internet Services, Software","Hardware, Internet of Things, Software, Web Design",2343273.0,Artech Solutions designs and develops software that integrates with businesses. They also offer wireless broadband equipment and wireless and industrial internet of things solutions.,1-10,,,,,,,,1-10,Private,,,,,,6,2021,79131,False,False
ThriveCoin,2021-01-01,https://www.thrivecoin.com,"Boulder, Colorado, United States","Blockchain and Cryptocurrency, Community and Lifestyle, Financial Services, Internet Services, Payments, Software","Communities, Cryptocurrency, Internet, Software",165715.0,,1-10,1.0,Seed,2023-01-01,,Seed,,6.0,1-10,Private,,,,,,2,2021,19536,False,False
Ivan AI,2021-01-01,https://ivanai.com,"Raleigh, North Carolina, United States","Artificial Intelligence (AI), Data and Analytics, Real Estate, Science and Engineering, Software","Artificial Intelligence (AI), Property Management, Real Estate, Rental Property, Software",181155.0,Property management software,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,20713,False,False
Lonch,2018-01-01,https://lonch.io,"Hartford, Connecticut, United States","Apps, Artificial Intelligence (AI), Blockchain and Cryptocurrency, Community and Lifestyle, Data and Analytics, Financial Services, Internet Services, Mobile, Other, Social Impact, Software","Blockchain, Crowdfunding, Crowdsourcing, Mobile Apps, Online Portals, Predictive Analytics, Social Entrepreneurship, Social Impact, Web Development",295340.0,"Lonch is a social marketplace where people trade insight, skills, connections, and value delivery for royalties. It’s a mobile and remote first set of tools for digital nomads and remote workers, and a transitory platform for traditional workers, so they can dip their toes in, or go full plunge. This approach enables people to bring value when and where it is most impactful, where they can work on what they’re most passionate about and have complete freedom over their work-life balance.  Lonch enables creators to build and sell digital products with zero upfront cost. Creators submit ideas and the community collaborates to build and market them. Once a product sells, Lonch takes a percentage of the revenue and the creator earns a royalty. Lonch also provides tools and resources to help creators throughout the product lifecycle, from ideation to marketing to maintenance. The community is an integral part of the process, providing feedback and support to creators, and helping to drive sale.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,28494,False,False
DanceMatch,2019-08-13,http://dancematch.us/,"San Francisco, California, United States","Apps, Education, Internet Services, Media and Entertainment, Mobile, Music and Audio, Software","Education, Media and Entertainment, Mobile Apps, Music, Social Media",1940951.0,"The ultimate mission of DanceMatch is to serve the world's dance community. All corporate decision making will be governed by one simple question: is this usefule for dancers? Long term, DanceMatch is here to support, develop and help evolve the art of dance through creating mechanisms for dancers to connect across borders. It is the hope and the goal of DanceMatch to connect people on a different level and see one another from a more primal and deep perspective, irrespective of any differences.  Dance is one of the 67 human universals (google it :)): this simply means that dance defies all boundaries, and societal constructs. Dance is something shared in all communities without influence, it is a natural part of the human condition which allows for raw expression, unobstructed by social norms and expectations. We invite you to take this journey and become a part of this inclusive community built through a passion for the art of dance.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,71265,False,False
Price Right Auto & RV,2018-01-01,https://www.pricerightrv.com,"Dewitt, Michigan, United States","Sales and Marketing, Transportation","Automotive, Recreational Vehicles, Sales",2759198.0,"Price Right Auto & RV sells and services new and used travel trailers, fifth wheels, pop-up tent campers, toy haulers, park models, ultralights, and other RVs for RV, car, truck, or commercial vehicle needs. They also sell RV parts and accessories.",51-100,,,,,,,,51-100,Private,,,,,,6,2018,85146,False,False
ExoToe,2018-01-01,https://exotoe.com/,"Johnston, Iowa, United States","Health Care, Manufacturing","Health Care, Machinery Manufacturing, Medical, Medical Device",133830.0,"ExoToe develops a hammertoe correction system to fix fractures and osteotomy. It also offers a stainless steel fixation device that is simple to place, adjust, and remove to ensure an appropriate angle of fusion. The company was founded in 2018 and is headquartered in Johnston, Iowa.",1-10,1.0,Seed,2022-11-10,997700.0,Seed,997700.0,,1-10,Private,,,1.0,0.0,Medical Or Veterinary Science; Hygiene,0,2018,16885,False,False
Minotaur,2021-01-01,http://www.minotaur.io,"Manhattan, New York, United States","Blockchain and Cryptocurrency, Internet Services, Other, Software","Blockchain, Software, Web Development, Web3",317339.0,"Minotaur is a software development company that enables creators to build seamlessly in the Web3 era. The company builds your brand, sells your work, and grows your community using the power of the blockchain. It was founded in 2021 and is located in Manhattan, New York.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,29732,False,False
Simple Sundries,2019-01-01,https://simplesundries.life,"Portland, Oregon, United States","Consumer Goods, Health Care","Beauty, Health Care",192218.0,Simple Sundries is a reusing & refilling plastic & glass for a waste-free community and circular economy.,1-10,1.0,,2023-08-23,5000.0,Grant,5000.0,,1-10,Private,,,,,,1,2019,21550,False,False
Federal Consult,2019-01-01,https://federalconsult.com,"Washington, District of Columbia, United States","Data and Analytics, Design, Professional Services","Analytics, Business Development, Market Research",2194395.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,75789,False,False
Orbiter One,2022-01-01,https://orbiter.one,"Las Vegas, Nevada, United States","Apps, Financial Services, Software","Apps, Finance, Lending",587752.0,"Orbiter One operates as a decentralized peer-to-peer lending and borrowing platform. It focuses on cross-chain interoperability, allowing for transactions across different blockchain networks. The platform uses its ORBIT token as a medium of exchange, providing users with a way to participate in the lending and borrowing process. The platform's income model is based on the transactions that take place within its ecosystem. Orbiter One's services are audited, ensuring the security and integrity of its operations.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,41010,False,False
In Creative Co,2020-01-01,https://www.increative.co/,"Brooklyn, New York, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing","Advertising, Creative Agency, Marketing",2164184.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2020,75463,False,False
Pointr Talent,2019-01-01,https://www.pointr.co,"New York, New York, United States","Other, Software","Real Time, SaaS, Software",1448645.0,Pointr is a web app and SaaS that helps companies cultivate high performance. Pointr was founded in 2019 and was headquartered in New York.,1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2019,62081,False,False
Astron Medtech,2021-01-01,https://www.astron-medtech.com,"California, Kentucky, United States","Biotechnology, Health Care, Science and Engineering","Life Science, Medical Device",387354.0,Astron Medtech is dedicated to creating a better option for Tendon Repair. It creates disposable minimally invasive surgery devices that cut recovery time from 6 to 4 months.,1-10,1.0,,2023-07-26,,Non-equity Assistance,,,1-10,Private,,,,,,3,2021,33280,False,False
IT Business Consulting,2019-01-01,http://webandcloudservices.com,"Easton, Pennsylvania, United States","Internet Services, Professional Services, Sales and Marketing, Software","Digital Marketing, Internet, Legal, SEO, Web Development",1651299.0,"IT Business Consulting is a digital marketing firm providing website marketing, SEO, content, and relationship marketing for law firms.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,65920,False,False
Shopping.io,2020-01-01,https://shopping.io,"Sarasota, Florida, United States","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Other, Payments, Software","Blockchain, Cryptocurrency, Shopping, Virtual Currency",348336.0,"Shopping.io is a cryptocurrency exchange platform. Their order from major hubs of commerce such as amazon, walmart, and eBay using your favorite cryptocurrency.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,31399,False,False
Creative Furniture,2020-01-01,https://creativefurniture.ae,"Chicago, Illinois, United States","Consumer Goods, Internet Services, Other","Commercial, Furniture, Internet",2013870.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,71616,False,False
eSigns,2020-01-01,https://esigns.io,"Hauppauge, New York, United States","Information Technology, Software","Document Management, Information Technology, Software",694039.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,44279,False,False
Flipsystem,2022-01-01,https://flipsystem.com,"Fort Lauderdale, Florida, United States","Information Technology, Real Estate, Sales and Marketing, Software","CRM, Information Technology, Real Estate",605601.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2022,41580,False,False
Acelogy,2018-01-01,https://www.acelogy.com,"Tarpon Springs, Florida, United States","Design, Information Technology, Professional Services, Software","Consulting, Information Technology, Software, UX Design",1488676.0,,51-100,,,,,,,1.0,51-100,Private,,,,,,6,2018,62862,False,False
Dexchange,2022-04-12,https://dexchange.live,"New York, New York, United States","Blockchain and Cryptocurrency, Other",Blockchain,445816.0,"Order book DEX on zkEVM for Institutions. Our mission is simple - ""Not your wallet, Not your Crypto"". We are building DEX to cater the needs of Hedge Funds, HFTs, Family offices, Prop desks and Institutions",1-10,,,,,,,,1-10,Private,,,,,,6,2022,35821,False,False
Dynamite Book Club,2020-01-01,https://dynamitebookclub.org,"Santa Ana, California, United States","Content and Publishing, Media and Entertainment, Other, Social Impact, Software","Books, EBooks, File Sharing, Non Profit",2720549.0,"Dynamite Book Club serves the underserved and general public. They introduce teens to new student learning opportunities and a wide range of career paths through real-world experiences, opening up students' minds through connections, networks, and friends, and helping them find their life's purpose.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,85698,False,False
SportsVision,2021-01-01,https://www.sportsvision.ai,"Minneapolis, Minnesota, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Analytics, Artificial Intelligence (AI), Software",92005.0,"SportsVision uses next-generation analytics to transform sports performance, empowering athletes to achieve their goals.",1-10,1.0,Seed,2023-11-02,120000.0,Pre-Seed,120000.0,,1-10,Private,,,,,,0,2021,12330,False,False
Continuud,2019-01-01,https://continuud.com,"Indianapolis, Indiana, United States",Health Care,Health Care,1206345.0,"Our patient access program is a fully-managed, affordable way for community health organizations to provide underprivileged clients with access to remote telehealth platforms. Our innovative solutions include: - Mobile health intervention platforms - Secured patient messaging - HIPAA-compliant online scheduling - Secured form processing & workflows - AI-powered digital outreach - Encrypted email infrastructure - Digital solutions consulting",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,56155,False,False
AllRide Apps,2018-01-01,https://www.allrideapps.com ,"San Francisco, California, United States",Transportation,"Delivery Service, Transportation",470947.0,"AllRide Apps provides smart applications for Transport and Delivery businesses, thereby helping them to streamline their operations with an optimal amount of automation and maximize operational efficiency with AI-based predictive analysis and forecasting.  AllRide products come packed with features like managing and dispatching shipments, real-time tracking, route optimization, freight bid management, improved communication, demand forecasting, predictive maintenance of vehicles, and much more.  As of date, over 1000+ Global Businesses are not only using AllRide products but have been able to take their businesses to the next level by taking advantage of the superior User Experience, Technology, and AI-assisted forecasting that AllRide offers.  AllRide Apps is a platform for White Label subscription-based software and Enterprise applications for Transport (Cab, Bus, Truck, E-scooters, Logistics) and Delivery Businesses (Retail, Grocery, Pharmacy, Food & Beverage, and any type of last-mile delivery).  AllRide’s products are offered both as License-based customized and enterprise solutions, which are ideal for enterprise-sized businesses looking to improve their existing product, and Subscription-based solutions, which are white-label solutions and can be launched within a very short period.  AllRide provides complete product development for these businesses by providing apps for the users, apps for drivers or delivery boys, a web-based admin panel for managing data, analytics, visual charts, marketing websites, and dispatch panels (where required). Moreover, AllRide products come with features for managing and dispatching shipments, real-time tracking, route optimization, freight bid management, improved communication, demand forecasting, predictive maintenance of vehicles, and much more.",51-100,,,,,,,2.0,51-100,Private,,,,,,6,2018,36811,False,False
Socratic Med,2020-12-03,https://socraticmed.net/,"Farmingville, New York, United States","Education, Other, Social Impact, Software","E-Learning, Non Profit",844800.0,"Founded in 2020, Socratic Med, is a 501(c)(3) nonprofit organization that provides free remote tutoring for the medical college admissions test (MCAT) to premeds around the country. We prioritize underrepresented populations who show scholarly aptitude but lack social and financial capital. We provide synchronous tutoring and asynchronous videos.  Our vision is to create a world where every willing student has the opportunity of becoming a physician. We do all this by engaging volunteer tutors who have each scored in the 95th+ percentile on the MCAT.",51-100,,,,,,,1.0,51-100,Private,,,,,,6,2020,48451,False,False
Cydia iOS 15.7.3,2023-01-01,https://www.cydiafree.com,"Chicago, Illinois, United States","Apps, Mobile, Platforms, Software","Apps, iOS, Mobile Apps",182137.0,"Are you already up to date with the latest iOS 15.7.3? Do you love to download the latest third-party apps and tweaks on your device? Then Cydia Install iOS 15.7.3 is the best way for that. Our CydiaFree jailbreak tool is already up to date with the latest Jailbreak iOS 15.7.3. It can download the latest Cydia Installer iOS 15.7.3 on all compatible devices. You can download the best third-party apps and Cydia iOS 15.7.3 tweaks on your device thanks to that. If you are interested in downloading, simply visit our official website and tap on the Cydia Free iOS 15.7.3 Download button.",501-1000,,,,,,,,501-1000,Private,,,,,,6,2023,20788,False,False
Tekraft Solutions,2019-01-01,https://www.tekraftit.com,"Jersey City, New Jersey, United States","Administrative Services, Education, Professional Services","Consulting, Staffing Agency, Training",1952616.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,71065,False,False
Harlem Boy Design,2019-01-01,https://www.harlemboydesign.com,"Los Angeles, California, United States","Design, Media and Entertainment, Video","Animation, Graphic Design, Web Design",2691368.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,84560,False,False
Iderize,2019-01-01,https://iderize.com ,"Lehi, Utah, United States","Information Technology, Professional Services, Software","Information Technology, Outsourcing, Software",1389141.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,60082,False,False
SAR Apartment Capital,2019-01-01,https://sarapartmentcapital.com/,"Miami, Florida, United States","Other, Real Estate, Sales and Marketing","Commercial, Marketing, Rental Property",3151716.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,91230,False,False
LinkedXL,2020-01-01,https://linkedxl.com,"Independence, Ohio, United States","Platforms, Professional Services, Software","Business Development, Consulting, Operating Systems",1196508.0,"LinkedXL analyzes business needs and develops innovative business solutions that drive results. They coach, teach, and train organizations on building operating and daily management systems.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,56370,False,False
Art Fun Parties,2020-01-01,https://www.artfunparties.com,"Mesa, Arizona, United States","Events, Media and Entertainment","Art, Digital Entertainment, Event Management, Events",2211099.0,"Art Fun Parties organizes online birthday events, charity events, bar events, and weddings. They offer photography services. They arrange virtual events for pre-existing and special occasions. They also create interactive events for corporate events, fundraisers, and launch parties.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,75512,False,False
Boat Party Fort Lauderdale,2020-11-20,https://boatpartyfortlauderdale.com/,"Fort Lauderdale, Florida, United States","Real Estate, Travel and Tourism",Vacation Rental,2693900.0,"Are you looking to plan a special occasion with your friends and family? Here at Boat Party Fort Lauderdale, we offer only the highest quality experiences on our 20 ft Bentley Pontoon boat, totally customized to your preference.",51-100,,,,,,,,51-100,Private,,,,,,6,2020,84515,False,False
American Bottling,2019-01-01,https://www.americanbottling.com,"Los Angeles, California, United States","Administrative Services, Consumer Goods, Science and Engineering","Chemical, Consumer Goods, Packaging Services",3008890.0,"American Bottling supports their business by supplying all bottles from 2 oz. to gallons to 1.5 oz. sachets sample packs. They also provide inner and master cartons ready on a pallet to be shipped. They can fill about anything they need such liquids, gels, hand sanitizers, alcohol, oil, lotions, and creams.",1-10,,,,,,,1.0,1-10,Private,,,0.0,0.0,,6,2019,89009,False,False
360Pack,2020-01-01,http://360pack.co,"Vancouver, Washington, United States","Administrative Services, Manufacturing","Manufacturing, Packaging Services",848186.0,360Pack is a privately held packaging distribution company that enables customer success & earns customer trust by delivering on commitments every time.,101-250,,,,,,,,101-250,Private,,,,,,6,2020,48559,False,False
Snowball Print Marketing,2018-01-01,https://snowballpm.com/,"Palo Alto, California, United States","Advertising, Content and Publishing, Media and Entertainment, Sales and Marketing, Sustainability","Advertising, Marketing, Printing, Sustainability",547705.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,39654,False,False
Mountain View Mortgage,2019-01-01,https://mountainviewmortgage.com,"Bountiful, Utah, United States","Financial Services, Other, Professional Services","Customer Service, Finance, Financial Services",1909267.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,70183,False,False
Qualifyd,2018-08-05,https://getqualifyd.com,"Princeton, New Jersey, United States","Advertising, Information Technology, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Software","Advertising, Consulting, CRM, Internet of Things, Marketing, Social Media",2672402.0,"Qualifyd is a digital marketing company that focuses on growing sales for small and medium-sized businesses across social platforms. We build social media advertising campaigns that actually work and grow your sales. Our passion for finding competitive advantages and staying ahead of developing technologies in our business gives us the edge. Our clients think like us and want to adapt their marketing strategy to meet the market where it lives, social media. We are not just marketers. We are early adopters who have lived on social platforms from MySpace to Tic Tok. If you don't recognize either, that's the point. Curious? Reach out to us, we'd to learn about you!",1-10,,,,,,,,1-10,Private,,,,,,6,2018,84853,False,False
EZCommerce,2019-01-01,https://ezcommerce.us,"Irvine, California, United States","Commerce and Shopping, Professional Services, Sales and Marketing, Software","Business Development, Digital Marketing, E-Commerce, Web Development",1793824.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,67727,False,False
Summit Medical Partners,2020-01-01,https://summitmedicalpartners.com,"Sandy, Utah, United States",Professional Services,Consulting,2776696.0,,11-50,,,,,,,,11-50,Private,,,0.0,2.0,,6,2020,86398,False,False
603 Productions,2019-01-01,https://603productions.com,"Las Cruces, New Mexico, United States","Commerce and Shopping, Hardware, Media and Entertainment, Video","Film Production, Lighting, Rental",1694314.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,66628,False,False
Eureki,2019-01-01,https://eurekii.com/,"Towson, Maryland, United States",Education,Education,1749675.0,,11-50,1.0,,2022-03-03,,Grant,,,11-50,Private,,,,,,3,2019,67079,False,False
SaleSolution,2019-06-01,https://salesolution.net,"Miami, Florida, United States","Content and Publishing, Internet Services, Media and Entertainment, Sales and Marketing, Software","Blogging Platforms, Content Creators, Content Marketing, Creative Agency, Digital Marketing, Marketing, SEO, Software",1139995.0,"Welcome to Sale Solution, your go-to partner for revenue growth and customer loyalty. Acting as your external Chief Revenue Officer, we specialize in tailored strategies that propel your brand forward. From driving targeted traffic and elevating your online presence to converting visitors into loyal customers, our comprehensive solutions are designed to meet your unique business objectives. What We Offer: - E-Commerce solutions - SEO & Content Strategy for B2B and E-Commerce: Increase organic reach and rank higher on search engines. - Conversion Optimization: Turn your website visitors into paying customers. - Customer Retention: Implement strategies to keep your customers coming back. - Analytics & Reporting: Track performance and adjust strategies for continuous improvement.  Why Partner with Us? - Expertise: Years of experience in driving revenue for various industries. - Customization: Solutions tailored to meet your specific needs. - Results-Oriented: We're focused on delivering tangible results that impact your bottom line. - Ethical Practices: Committed to transparency and ethical conduct in all our services. Reach out to us to discover how we can accelerate your growth and build lasting customer loyalty",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,54959,False,False
Graphsignal,2021-01-01,https://graphsignal.com/,"San Francisco, California, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Machine Learning",339030.0,Graphsignal is an observability platform for AI agents and LLM-powered applications. It helps AI developers ensure that applications run as expected and that users have the best experience.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,30896,False,False
Cognition,2021-01-01,https://www.cognitionads.com,"Ponte Vedra Beach, Florida, United States","Advertising, Sales and Marketing, Software","Advertising, Advertising Platforms, Brand Marketing, Digital Marketing, Enterprise Software, Marketing, Marketing Automation",256084.0,,11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,26161,False,False
BirthdayParties.com,2019-01-01,https://www.birthdayparties.com,"Atlanta, Georgia, United States","Commerce and Shopping, Sales and Marketing, Travel and Tourism","Hospitality, Marketing, Marketplace",268373.0,"BirthdayParties.com is a marketplace directory of birthday party venues and mobile entertainment providers. They focused on the needs of parents, party planners, and family entertainment facilities around the country. They created this website to satisfy curiosity and got lucky with a decent domain name.",1-10,1.0,Seed,2018-11-26,50000.0,Seed,50000.0,1.0,1-10,Private,,,,,,0,2019,26915,False,False
