company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Nest Finders,2020-01-01,https://www.nestfinderstx.com,"Houston, Texas, United States",Real Estate,"Construction, Property Management, Real Estate",1899466.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,70358,False,False
BlueWhite Legal Capital,2019-01-01,https://www.bluewhitelegalcapital.com/,"Purchase, New York, United States","Financial Services, Other, Professional Services","Finance, Legal, Professional Services",1173771.0,"BlueWhite Legal Capital is unique in the litigation finance world: a strategic partner to lawyers, corporate executives, and other claimants led by prominent litigation and business professionals. They are veteran problem solvers who think like the lawyers they support, and their mission is to help solve specific legal and financial challenges. They offer financing across the entire lifecycle of the litigation or arbitration, providing funded parties with the flexibility to use their capital to their advantage when and how they need it.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,55536,False,False
Renton Dental Arts,2019-01-01,https://www.rentondentalarts.com,"Renton, Washington, United States",Health Care,"Dental, Health Care, Hospital, Medical, Wellness",2373986.0,"Renton Dental Arts is a community dental care hospital. They offer a wide range of services, including general dentistry, aesthetic dentistry, in-house endodontics, and even same-day crowns. Also featured are conventional dentistry, routine cleanings, and periodontal care, as well as aesthetical dentistry, dental implants, endodontic treatment, root canal treatment, and oral surgery. They deliver sedatives for fearful patients as well as a variety of amenities to create a relaxing environment for patients.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,80160,False,False
Third Wire Asset Management,2021-08-07,https://www.thirdwireassetmanagement.com,"Chicago, Illinois, United States",Financial Services,"Asset Management, Finance, Financial Services, Wealth Management",501998.0,"Third Wire is an alternative investment advisory company providing RIAs institutional-grade alternative investment management through diversified, multi-strategy portfolios curated for varying risk tolerances. Coupled with investment process efficiencies, increased liquidity, and transparency in NAV/performance reporting, Third Wire has made allocating to alts easier than ever.",1-10,1.0,Seed,2023-05-22,,Seed,,3.0,1-10,Private,,,,,,2,2021,37981,False,False
Van Camp & Van O'Linda PLLC,2018-04-01,http://www.VandVLegal.com,"Pinehurst, North Carolina, United States","Health Care, Professional Services","Health Care, Legal",2595761.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,82939,False,False
HearMe,2018-01-01,https://hearmeint.com/,"San Jose, California, United States","Apps, Education, Government and Military, Health Care, Media and Entertainment, Mobile, Professional Services, Software","Advice, Consulting, Education, Health Care, Mental Health, Mobile Apps, Public Safety",698519.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,44416,False,False
LCG Freight,2019-01-01,https://lcgfreight.com,"Charleston, South Carolina, United States","Other, Professional Services, Transportation","Customer Service, Freight Service, Transportation",1347216.0,"LCG Freight provides import and export services. They use two modes of freight, such as truck and rail, to transport goods from shipper to consignee. They also provide short-term storage services.",11-50,,,,,,,,11-50,Private,,,0.0,2.0,,6,2019,59309,False,False
Scorich Services,2019-10-09,https://www.scorich.com/americas/,"California City, California, United States","Internet Services, Sales and Marketing","Digital Marketing, SEO, Social Media Marketing",1950150.0,"Welcome to SCORICH, a digital marketing company to cater to all your digital needs. Here at SCORICH, we work hard to create and enhance the digital presence of your business. Whether you are a graduate Beginner looking to enhance your skills for employment, a Marketing Professional looking to add value to your company by taking your y marketing campaigns digital, SCORICH has Comprehensive as well as specialized courses for you. The courses are 100 % online and make you Industry ready in just 24 weeks.",51-100,,,,,,,,51-100,Private,,,,,,6,2019,71119,False,False
PromoShak,2018-01-01,https://www.promoshak.com/,"Austin, Texas, United States","Advertising, Commerce and Shopping, Information Technology, Internet Services, Messaging and Telecommunications, Other, Sales and Marketing","Advertising, Brand Marketing, E-Commerce, Email, Marketing, Service Industry",1089065.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,53633,False,False
Reailize,2021-01-01,https://reailize.com,"Frisco, Texas, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Business Information Systems, Information Technology",337169.0,"Reailize is a provider of AI-powered automation that improves and monetizes telecom and enterprise networks. They offer network operations automation, automation-driven transformation, intelligent operations, and telco cloud operations.",101-250,,,,,,,,101-250,Private,,,,,,6,2021,30800,False,False
Harmony Energy Technologies,2018-01-01,https://www.hetcusa.com/,"New York, New York, United States","Consumer Electronics, Hardware, Manufacturing","Consumer Electronics, Manufacturing",458527.0,,1-10,,M&A,,,,,,1-10,Private,,,0.0,0.0,,5,2018,36315,False,False
Jal Visionary Solutions,2020-01-01,https://javisionarysolutions.com,"Avon, Connecticut, United States","Advertising, Design, Information Technology, Internet Services, Sales and Marketing","Advertising, Digital Marketing, Information Technology, Lead Generation, SEO, Web Design",1072053.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,53241,False,False
FPC Associates,2018-01-01,http://www.fpcassociates.com,"Humble, Texas, United States",Health Care,"Health Care, Medical",2905308.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,87578,False,False
ezFrontiers,2020-04-06,https://ezfrontiers.com,"New York, New York, United States",Professional Services,"Business Development, Consulting",461057.0,"We help entrepreneurs to start a global business that knows no frontiers, because we don't want the geographical barrier to be an impediment to new ideas that can change the world. Someone once said that an idea can change the world, and while at first it is hard to imagine the magnitude of what each person can achieve with their actions, one must always take the first step to make them a reality. At ezFrontiers we want to change the world, but the world of the entrepreneurs, and let them through their ideas make this world a better place for all of us. That is why we want everyone to know that to become an entrepreneur you don't need great things, just a great idea. We know that starting a business is possible for everyone who has the initiative, wherever they live, and that is what we seek to communicate. But not only that, which we do by training entrepreneurs through the content we publish on our various digital platforms, but we also seek to put it into practice. It's very easy to say that everything is simple, but to say it with foundation is something else very different. Thus, through the creation of companies in the United States, we seek to help entrepreneurs from all over the world, especially Spanish-speaking ones, to effectively carry out their projects, supporting them with the required procedures. For many it is complex, and we do not want bureaucratic obstacles to ruin an idea that, perhaps, can change the world. It's a first step, the rest is up to them, but we want to be there to do our bit. It is said that when undertaking the most important thing is to start, and we are very clear about that, because when we started this project, ezFrontiers, we also went through that stage. Creating a company for many sounds like something that is only reserved for executives with a tie or people with a lot of money who are in an office at the top of a building full of glass panels that make it look elegant, but no. On a day-to-day basis, SMEs are the drivers of every country's economy, they are the engine that generates jobs and changes the lives of millions of people. That is why we are motivated to liberalize the creation of companies, to make every entrepreneur see that there are no obstacles to start a business. That it does not matter their nationality, profession or way of thinking, because anyone, as long as they are over 18, can create a company to bring their ideas to life. And not only that, but working for them, because that is another issue that motivates us, working for oneself.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,36414,False,False
Blockseed Investments,2018-03-23,https://www.blockseedinvestments.com,"Hoboken, New Jersey, United States",Financial Services,Financial Services,1516687.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,62312,False,False
Veltris,2023-01-01,https://www.veltris.com,"Milpitas, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Consulting, Information Services, Information Technology",180405.0,"Veltris is a technology services firm that specializes in the development of products, platforms, and solutions in Data and Artificial Intelligence (""Data/AI""), Engineering R&D (""ER&D""), and Digital Product Engineering (""PES"").",501-1000,1.0,Private Equity,2023-10-04,,Private Equity,,,501-1000,Private,,,,,,2,2023,20657,False,False
OKR Advisors,2019-01-01,https://www.okradvisors.com/,"Bellevue, Washington, United States",Professional Services,Management Consulting,1347280.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,59306,False,False
HRM Fit Club,2020-01-01,https://hrmfitclub.com,"Gig Harbor, Washington, United States",Sports,Fitness,2515214.0,"Company Name: HRM Fit Club Description: HRM Fit Club is a cutting-edge fitness coaching platform revolutionizing the industry by providing data-driven insights and enhancing client accountability. With real-time heart rate monitoring and compatibility with popular fitness trackers, our platform enables better 1:1 coaching, improved client retention, and increased referrals. HRM Fit Club's comprehensive workout tracking ensures coaches can adjust workouts based on real-time data, enhancing safety and efficiency.  The platform caters to a variety of fitness professionals, including business owners, personal trainers, remote fitness trainers, and high school sports coaches, offering tailored solutions for each. Our system not only fosters a deeper sense of a ""fitness family"" but also empowers trainers with data-driven approaches to achieve weight loss and fitness goals for their clients. Key Features: - Real-time heart rate monitoring for individuals and groups - Data-driven coaching for better results - Enhanced client accountability and motivation - Compatible with popular fitness trackers and the Apple Watch - Comprehensive workout tracking, both in the gym and outside - Customizable leaderboard for friendly competition - Weekly 1:1 coaching and accountability - Inclusion in HRM Fit Club Private Community HRM Fit Club is the perfect investment opportunity for those interested in the rapidly growing fitness industry.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,81077,False,False
Stark Drones Corporation,2018-02-23,https://www.starkdrones.org,"Sterling Heights, Michigan, United States","Blockchain and Cryptocurrency, Energy, Information Technology, Other, Science and Engineering","Aerospace, Blockchain, Energy, Energy Storage, Information Technology, Power Grid",106793.0,"We have a CAES battery system (Compressed Air Energy Storage) that is almost 1/7th of the price of comparable Lithium Ion batteries and can be charged in nearly 15 seconds time. Other technologies we utilize is a distributed P2P (Point 2 Point connectivity module), and a $1400 alternative to Google's $50,000+ Project Loon that cost only $140 to build. These systems are being utilized as an updated solution to current grid, wireless transmission, and energy systems that we use today. Currently, this will allow for a more distributed and open internet as well as more importantly, being able to upgrade grid power and transmission infrastructure. We also utilize novel uses of the same technology for highly advanced research topics and projects on the side, as Stark Drones is heavily engaged in sustainability research especially in relation to scarcity of resources or finding alternatives to outdated technologies.",1-10,4.0,Seed,2023-06-05,,Non-equity Assistance,211000.0,1.0,1-10,Private,,,,,,1,2018,14054,False,False
San Diego Cardiac,2022-01-01,https://sandiegocardiac.com,"Oceanside, California, United States","Education, Health Care","Education, Health Care, Training",2252901.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,77388,False,False
Laila,2019-03-01,https://www.getlaila.com/,"Buffalo, New York, United States","Artificial Intelligence (AI), Community and Lifestyle, Data and Analytics, Internet Services, Science and Engineering, Software","Artificial Intelligence (AI), Private Social Networking, Social Network",540241.0,"Laila's mission is for you to experience life with friends. Our flagship product is a social assistant that nudges users with opportunities to get together with friends. The recommendations are generated from our AI’s ability to predict group intent and are tailored to each user & group. Our business model of driving traffic for offline businesses allows us to build a product that promotes social interaction instead of isolation.  We noticed how societal norms are changing. We are establishing our family lives later, we are more transient, more individually focused. But we aren’t happier. 30% of Millennials say they’re consistently lonely; that’s 1 in 3 of us. The picture is even bleaker for college students. 64% reported feeling very lonely during the last year. We are more connected to information but less connected to each other. Laila is currently an iOS app designed for college students that delivers a prediction of your friends' willingness to hangout, tailored recommendations of things to do, and a stream of events happening around campus. Laila runs in the background and nudges you to ask your friends to do things when it makes sense. Just how Netflix and Spotify tailor their experience for music & video, Laila does the same but with the goal of enhancing your social life.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,39395,False,False
iREITs,2019-01-01,https://ireits.com,"Atlanta, Georgia, United States","Financial Services, Real Estate","Property Management, Real Estate, Real Estate Investment",1082035.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,53477,False,False
Undocked,2020-01-01,https://www.undocked.net,"Alpharetta, Georgia, United States",Software,Software,207524.0,,51-100,,,,,,,2.0,51-100,Private,,,,,,6,2020,22711,False,False
Create CX,2019-01-01,https://www.createcx.co,"New York, New York, United States","Administrative Services, Media and Entertainment, Professional Services","Advice, Consulting, Staffing Agency",1514870.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,62356,False,False
Onboard (Onboard.io),2020-05-01,https://onboard.io,"Birmingham, Michigan, United States",Software,"SaaS, Software",124963.0,"SaaS, B2B SaaS, Customer Onboarding, Customer Implementation, Automated Project Management, Customer Success Management, Project Management",1-10,2.0,,2022-03-22,,Venture - Series Unknown,1250000.0,4.0,1-10,Private,,,,,,2,2020,15976,False,False
Renew You Medspa,2021-03-01,https://renewyoumedspama.com/,"Hudson, Massachusetts, United States",Consumer Goods,Beauty,177245.0,Renew You Med spa is a women owned medical aesthetic business.,1-10,1.0,,2023-05-23,75000.0,Debt Financing,75000.0,,1-10,Private,,,,,,1,2021,20441,False,False
KiddieKredit,2018-03-01,https://www.kiddiekredit.com,"Miami, Florida, United States","Apps, Community and Lifestyle, Education, Financial Services, Mobile, Software","Apps, E-Learning, EdTech, Education, Finance, Mobile Apps, Parenting",48213.0,"Kiddie Kredit is a mobile chore tracking app that teaches kids about credit. The premise of the app is that the better a child performs their household duties, the higher their Kiddie Kredit score will be. The algorithm to calculate this parallels traditional FICO models to determine how much of a weekly reward they will receive, which can be monetary or non monetary. The child will mark off their daily chores as they complete them, and the parent/guardian will either approve/deny the chore submission. These chores will all count towards a kredit score that is calculated weekly and will determine how much of their predetermined weekly allowance they will receive.",11-50,5.0,,2023-07-05,,Non-equity Assistance,1415000.0,1.0,11-50,Private,,,0.0,2.0,,2,2018,6340,False,False
Silver Edge Packaging,2020-01-02,https://www.silveredgepackaging.com/,"Pleasanton, California, United States","Administrative Services, Commerce and Shopping, Manufacturing","E-Commerce, Manufacturing, Packaging Services",395172.0,Silver Edge Packaging offers customers an excellent facility to make their custom box with logo & any style. We are providing the best and high-quality material packaging with the fastest delivery. We facilitate your business by bringing unique custom boxes with logo & fabulous designs. We only utilize the finest paper material and high-quality corrugated board. You will get guaranteed satisfaction with perfect packaging boxes.,11-50,,,,,,,,11-50,Private,,,,,,6,2020,33638,False,False
WaV Sports and Entertainment,2020-01-01,https://wavsports.com,"Cornelius, North Carolina, United States","Events, Media and Entertainment, Sales and Marketing, Sports","Brand Marketing, Events, Marketing, Sports",1997874.0,"WaV Sports and Entertainment provides sports property representation, brand side representation, production of sporting and entertainment events, athlete, and entertainer branding services. They address inquiries through phone, email, and online applications.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,71884,False,False
RAD PROS,2018-01-01,https://www.radpros.com,"Englewood, Colorado, United States","Energy, Professional Services, Sustainability","Energy, Environmental Consulting, Waste Management",2811989.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,85892,False,False
Diligentt,2022-11-15,https://diligentt.co/,"Fort Lauderdale, Florida, United States",Information Technology,Information Technology,381968.0,Diligentt is a SaaS service for M&A Brokers.,11-50,1.0,Seed,2023-05-10,,Pre-Seed,,1.0,11-50,Private,,,,,,2,2022,33047,False,False
Paradigm Financial Group,2018-01-01,https://pfgiusa.com,"Exton, Pennsylvania, United States","Community and Lifestyle, Financial Services, Other","Financial Services, Retirement, Wealth Management",1125424.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,53699,False,False
Soil Metrics,2019-01-01,https://soilmetrics.eco/,"Fort Collins, Colorado, United States",Professional Services,Environmental Consulting,347286.0,Soil Metrics is an industry technology for comprehensive soil carbon and greenhouse gas (GHG) assessment in agricultural soils.,1-10,,M&A,,,,,4.0,1-10,Private,,,,,,5,2019,31350,False,False
Camily,2021-01-01,https://www.camily.io,"Los Angeles, California, United States","Content and Publishing, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software, Video","Information Technology, Internet, Marketing, SaaS, Software, Video, Video Editing, Video Streaming",511817.0,"Camily is a video automation platform that empowers any team to produce professional video content powered by their communities.  Designed to “productize” remote video production, Camily’s online, self-service platform makes it unbelievably fast and easy to automatically collect, polish, and publish video content at scale.   With Camily, teams can instantly begin growing a library of video content from their customers, employees, and communities for use in marketing, web design, social media, communications, recruitment, events, and more.    Camily DIY's video editing & publishing tools make it easy for teams to polish videos with branding, soundtracks, captions, and build video galleries that captivate your audience, boost trust, and drive conversions.   Before Camily, video marketing required production, filming, editing, and coordination, in addition to hosting and implementation.  Since launching in 2022, Camily has re-shaped the way all businesses can use authentic user-generated videos to humanize the customer journey.   Camily is great for generating customer testimonial videos, HR & recruiting videos, employee communications & celebrations, influencer videos, event videos, community videos, advocacy videos. Try it now for free: camily.io",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,38352,False,False
Swyftlyt,2022-06-17,https://www.swyftlyt.com/,"Austin, Texas, United States","Manufacturing, Real Estate","Construction, Manufacturing",463655.0,Swyftlyt is a climate & construction tech manufacturing company using advanced manufacturing along with innovative sustainable building materials to transform housing from a climate problem into a climate restorational solution.,1-10,1.0,Seed,2023-03-20,,Pre-Seed,,1.0,1-10,Private,,,,,,2,2022,36517,False,False
Capleo Global,2020-01-01,https://capleoglobal.com/,"Edison, New Jersey, United States","Administrative Services, Professional Services","Employment, Recruiting, Staffing Agency",352503.0,"Capleo Global is a dedicated staffing company with experience in a wide range of industries and sectors across the globe. It is an integral part of the highly regarded Global Pharma Tek, a company with 10 years of experience in staffing and recruitment services dedicated to providing best hiring services. With the company’s headquarters in New Jersey, we aim to help job seekers and employers from the USA. Capleo Global is committed to bringing the best of recruitment to employers and active job seekers Clients trust us to deliver high-quality staffing services that help them fill more orders, improve efficiency and increase productivity. Capleo Global follows corporate-approved policies for recruitment and makes sure that every skill requirement of the employers is met efficiently.",101-250,,,,,,,1.0,101-250,Private,,,,,,6,2020,31599,False,False
LBK Wink,2020-05-01,https://www.lbkwink.com,"Dallas, Texas, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing, Video","Advertising, Animation, Brand Marketing, Domain Registrar, SEO, Social Media Management, Video",1670599.0,"LBK Wink is a full-service marketing firm, empowering our customers to transform their businesses through strategic planning, multi-channel marketing and cost-effective technologies. We offer digital marketing, brand protection, and creative services.  A global team of partners and affiliates enable LBK Wink to provide our wide variety of services. This diverse team of Business, Technical, and creative Professionals work closely with our customers every step of the way. Your success is our success. LBK Wink serves clients across diverse industries. We specialize in marketing for the pet care domain. A portion of all profits benefit animal welfare nonprofits.",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,65523,False,False
Trakker Apps,2018-01-01,https://trakkerapps.com,"Farmington Hills, Michigan, United States","Apps, Financial Services, Information Technology, Mobile, Professional Services, Software","Accounting, Information Technology, Mobile Apps, Software",1176639.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,55482,False,False
Arcus Data,2018-01-01,https://arcusdata.io/,"Kirkland, Washington, United States","Data and Analytics, Information Technology, Professional Services, Software","Analytics, Consulting, Information Technology, Software",688300.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,44113,False,False
Gen1E Lifesciences,2018-01-01,https://www.gen1e.com/,"Palo Alto, California, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Artificial Intelligence (AI), Biotechnology, Health Care, Life Science, Machine Learning, Pharmaceutical",106774.0,"GEn1E Lifesciences is a Clinical-stage, multi-target company with a unique AI platform. They develop novel, next-generation, immunomodulatory therapies for rare & inflammatory diseases with no effective treatments. GEn1E is supercharging the drug development cycle by applying AI to multiple-mechanism-of-action protein targets and their natural platform capabilities—creating novel therapeutics at an unprecedented pace. Their AI platform has enabled them to develop a purpose-built therapy for ARDS to reduce its $20 billion cost on society (just in the USA).    GEn1E has built a rich pipeline of 21+ novel and selective immunomodulators and has plans to accelerate 2 additional devastating diseases (beyond their lead indication) to IND in the next 12 months. Their AI platform enables tremendous pace and capital efficiency as demonstrated by their progress in ~2 years with seed capital—a stark contrast to the typical spend of $100M+ and 7+ years exhibited in the pharmaceuticals / biotech industry.   With ~90% of rare diseases having no therapeutic treatment at all, GEn1E is taking a giant swing that will hopefully bring life-saving therapies to the lives of patients in need.   GEn1E’s team has decades of experience in drug development and machine learning, and they graduated from YCombinator and Stanford-StartX in late 2019. GEn1E is based in Palo Alto, CA.",11-50,5.0,,2022-12-21,17025023.0,Venture - Series Unknown,17025023.0,2.0,11-50,Private,,,7.0,1.0,Organic Chemistry,1,2018,14049,False,False
Sabz Ventures,2022-04-29,https://www.sabz.vc,"Atlanta, Georgia, United States","Financial Services, Software","Finance, Software",1197428.0,"We offer a variety of services including Blockchain consulting, building financial technology for Crypto & Blockchain applications, and developing customized software solutions.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,56346,False,False
Hyfin,2018-01-01,https://hyfin.io/,"Denver, Colorado, United States",Financial Services,Financial Services,554424.0,"Hyfin’s founders have extensive experience building, marketing and commercializing payment systems for alternative commerce, in particular for the growing list of global merchants that are unable to receive underwriting approval for the acceptance of traditional merchant services (credit cards and banks) as forms of customer payment.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,39864,False,False
JUICER,2022-01-14,https://www.juicerpricing.com,"San Francisco, California, United States","Food and Beverage, Information Technology","Information Technology, Restaurants",164059.0,"JUICER is helping restaurants automate their pricing within their existing technology stack using machine learning algorithms.  By taking a data-driven approach to pricing, restaurants can significantly increase revenue and profitability.  With dynamic pricing, restaurants can increase profits during peak periods, increase volume during slower periods, and improve the customer experience by providing deals to price-sensitive customers, and by lowering wait times for customers during busy periods.",11-50,1.0,,2023-01-01,,Convertible Note,,4.0,11-50,Private,,,,,,3,2022,19402,False,False
RAFA AI,2019-05-15,https://www.rafa.ai,"Dover, Delaware, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Mobile, Other, Science and Engineering, Software","Apps, Artificial Intelligence (AI), FinTech, Machine Learning, Mobile Apps, Real Time, Software, Trading Platform",284853.0,"Rafa AI, Inc. designs and develops advanced machine learning models that deliver real-time, easy to understand and on-the-go actionable insights to make smarter investment decisions for the retail investor.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2019,27852,False,False
Minchyn,2023-03-06,https://minchyn.com,"Detroit, Michigan, United States","Advertising, Hardware, Internet Services, Media and Entertainment, Sales and Marketing","Advertising Platforms, Content Creators, Content Marketing, DSP, Social Media",584340.0,Minchyn is a social value network & demand side platform. The next-gen social media platform and content licensing partner that's democratizing the creator economy.,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2023,40893,False,False
Ballard Football Club,2021-01-01,https://www.goballardfc.com,"Seattle, Washington, United States",Sports,"Fitness, Soccer, Sports",136458.0,Ballard Football Club is an American hyper-local soccer club. Ballard FC is a men's semi-professional soccer team kicking off its inaugural season in 2022.,11-50,1.0,Seed,2021-11-29,195000.0,Seed,195000.0,3.0,11-50,Private,,,,,,0,2021,17113,False,False
Venus Media,2018-01-01,https://venusmediagroup.com,"New York, New York, United States","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","Advertising, Digital Marketing, Marketing, Social Media",992804.0,"Venus Media Group provides digital media, social media strategy, media planning, media optimization, marketing strategy, and media buying. They also provide the latest in analytic tools, dashboard reporting, deep data insights, traditional advertising,  paid social, content strategy, and influencer engagement services.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,52192,False,False
Luau,2019-12-26,https://luau.world,"New York, New York, United States","Commerce and Shopping, Other, Sustainability","E-Commerce, Subscription Service, Sustainability",2766128.0,Luau is an internet company that specializes in the fields of E-commerce and subscription services.,11-50,1.0,Seed,2017-03-01,,Seed,,1.0,11-50,Private,,,,,,2,2019,85034,False,False
BeFront,2020-08-01,https://befront.io/,"Wilmington, Delaware, United States","Design, Education, Information Technology, Software","EdTech, Education, Graphic Design, Information Technology, Product Design, Software, Training, UX Design, Web Design",120251.0,BeFront is an educational application that helps to advance design and prototyping skills with step-by-step tutorials and interactive lessons from scratch,1-10,1.0,Seed,2021-08-01,100000.0,Pre-Seed,100000.0,1.0,1-10,Private,,,,,,0,2020,15502,False,False
Pollitik,2019-01-01,https://www.pollitik.org/,"Atlanta, Georgia, United States","Data and Analytics, Government and Military, Media and Entertainment","Analytics, Media and Entertainment, Politics",2372266.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,80182,False,False
Word2Tech,2022-01-01,https://www.word2tech.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Health Care, Internet Services, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Assistive Technology, Machine Learning, Natural Language Processing, Product Search, Recruiting, Search Engine, Semantic Search",1589381.0,"Word2Tech extracts the technologies & related people, organizations, products from text. Through the underlying technologies, 40M people, 3M organizations, 10M products are fully connected to facilitate collaborations and decision makings in domains like healthcare and finance. Different from most existing AI systems that only parrot human language, word2tech interprets the language to build the understanding needed for rich human engagement. Also like human beings, word2tech evolves over time to adapt herself to new concepts and technologies.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,64019,False,False
Laslett Blue & Associates,2019-01-01,https://www.lbax.com,"Washington, District of Columbia, United States","Financial Services, Health Care","Health Care, Health Insurance, Insurance, Life Insurance",3119421.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,90320,False,False
Tennessee Stands,2020-01-01,https://tennesseestands.org,"Franklin, Tennessee, United States","Community and Lifestyle, Government and Military, Other, Social Impact","Communities, Non Profit, Politics",2545546.0,"Tennessee Stands accomplishs their education efforts by producing engaging video media, podcast (coming soon), live events around the state,  and providing social commentary on relevant issues in their state. They work with attorneys and legislators to draft public policy that will further secure our liberty per their guiding principles and uphold the integrity of their constitution.",1-10,,,,,,,,1-10,Private,,,,,,6,2020,82141,False,False
Drum,2018-01-01,https://drum.io/,"Atlanta, Georgia, United States","Consumer Electronics, Hardware, Software","Computer, Software",44856.0,"Drum is a new gig economy platform that aims to improve the lives of millions. Set to launch in the third quarter of 2019, Drum allows any business to stand up a sales force faster and easier than it is to launch an AdWords campaign.",51-100,1.0,Seed,2019-09-23,11000000.0,Seed,11000000.0,3.0,51-100,Private,,,0,1.0,,0,2018,5809,False,False
Arbicare,2019-01-01,https://arbicare.com/,"Atlanta, Georgia, United States","Financial Services, Health Care","Health Care, Health Insurance, Insurance, Medical, Wellness",110884.0,"Arbitech Health provides services that positively impact the lives of employees injured on the job through improved clinical care and compassionate human interaction. Arbitech Health is changing the culture of workers' compensation utilization management by introducing a focused, proactive, and advocacy-based model designed to improve clinical care and advance employer/injured worker relationships. Quite simply, the company's focus is on the care that expedites the recovery of the injured worker and returns him/her to a pre-injury status - without friction and without delay.",1-10,3.0,Seed,2021-04-27,150000.0,Seed,550000.0,3.0,1-10,Private,,,0.0,1.0,,0,2019,14499,False,False
XaaS Pricing,2022-03-30,https://www.xaaspricing.com,"Hampton, New Hampshire, United States","Information Technology, Software","Information Services, SaaS, Software",435423.0,"XaaS Pricing helps startup founders, product marketers, pricing strategists, and competitive and market intelligence professionals at B2B technology vendors of all sizes make better, faster pricing decision. We do this by providing an on-demand data platform that provides 50+ pricing metrics on over 20,000 anything-as-a-service (XaaS) vendors. Data is updated in real-time and users are provided with standard and customizable dashboards to make use of the data. Markets covered include SaaS, IaaS, PaaS, HWaaS, NaaS ,and professional services. We provide options for one-time reports and multiple tiers of subscription.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,35404,False,False
Avrio Footwear,2018-01-01,https://avriofootwear.com,"Traverse City, Michigan, United States","Clothing and Apparel, Commerce and Shopping, Consumer Goods","Consumer Goods, E-Commerce, Retail, Shoes",1086979.0,"Avrio Footwear sells shoes and footwear. They were designed around a revolutionary new foam recycling technology from their fellow collaborators at Blumaka™, allowing us to make shoes out of shoes. They provide payments, shipping, delivery, and return services. They provide customized solutions to the customer and company needs. The customer contact through phone number, email, and application form.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,53590,False,False
SteeleHarbour Capital Partners,2018-01-01,https://steeleharbour.com/,"Virginia Beach, Virginia, United States","Financial Services, Real Estate",Real Estate Investment,599869.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,41418,False,False
